,target,situation,location,gc_id,fruit_situation_id,number_of_fruit,month_creation_date_answer,day_creation_date_answer,hour_creation_date_answer,year_creation_date_global,month_creation_date_global,day_creation_date_global,hour_creation_date_global,month_creation_date_request,day_creation_date_request,hour_creation_date_request,AP 0,favorite_fruit 0,hobby 0,hobby 1,green_vegetables 0
16199,0,-1,51,10,200,-1,3,10,15,2019,2,18,20,3,10,15,True,False,True,False,True
16200,0,-1,34,10,200,0,3,20,22,2019,3,21,5,3,20,22,True,False,True,False,True
16201,2,-1,64,10,170,-1,1,20,8,2018,9,3,12,1,20,8,True,False,True,False,True
16202,2,-1,36,40,10,-1,1,2,10,2017,11,27,8,1,2,10,True,True,True,False,True
16203,0,-1,34,40,200,-1,2,1,10,2018,12,20,11,2,1,10,True,True,True,False,True
16204,0,10,34,100,200,3,3,18,11,2019,2,3,11,3,18,11,True,True,True,False,True
16205,0,-1,94,10,200,-1,2,19,13,2019,2,15,9,2,19,13,True,False,True,False,True
16206,1,-1,14,40,200,-1,2,18,11,2019,2,18,12,2,18,11,True,True,True,False,True
16207,1,10,95,40,50,1,1,29,15,2018,9,26,15,1,29,15,True,True,True,False,True
16208,1,-1,78,20,200,-1,3,7,21,2018,11,29,17,3,7,21,True,False,True,False,True
16209,0,-1,68,20,200,-1,1,29,14,2018,1,12,14,1,29,14,True,False,True,False,True
16210,0,-1,315670,10,170,0,2,16,13,2018,10,9,9,2,16,13,True,False,True,False,True
16211,1,-1,3,10,180,-1,2,4,20,2018,7,25,11,2,4,20,True,False,True,False,True
16212,0,-1,315710,10,200,-1,3,24,19,2019,3,5,17,3,24,19,True,False,True,False,True
16213,1,-1,22,10,10,-1,1,29,18,2018,11,14,11,1,29,18,True,False,True,False,True
16214,0,-1,94,10,10,-1,3,11,9,2019,1,21,17,3,11,9,True,False,True,False,True
16215,1,-1,59,10,180,-1,3,1,9,2019,3,8,20,3,1,9,True,False,True,False,True
16216,1,-1,45,70,170,-1,2,19,12,2019,2,7,9,2,19,12,True,True,True,False,True
16217,1,-1,84,10,200,-1,1,3,15,2018,1,30,14,1,3,15,True,False,False,True,True
16218,0,-1,34,100,200,-1,1,16,10,2018,1,5,15,1,16,10,True,True,True,False,True
16219,1,-1,60,10,10,0,1,6,20,2018,7,2,12,1,6,20,True,False,True,False,True
16220,0,10,36,100,200,-1,1,9,7,2018,11,24,12,1,9,7,True,True,True,False,True
16221,0,-1,13,10,200,-1,2,19,12,2019,1,2,20,2,19,12,True,False,True,False,True
16222,1,-1,3,60,50,-1,3,12,9,2017,12,23,16,3,12,9,True,True,True,False,True
16223,1,-1,36,20,200,0,3,14,9,2018,11,16,13,3,14,9,True,False,True,False,True
16224,1,-1,92,10,160,-1,1,26,1,2018,11,13,1,1,26,1,True,False,False,True,True
16225,1,-1,22,20,10,-1,3,17,14,2018,12,18,10,3,17,14,True,False,True,False,True
16226,0,-1,2,10,200,-1,2,11,18,2019,2,11,18,2,11,18,True,False,True,False,True
16227,0,-1,70,30,200,-1,2,15,9,2018,11,26,8,2,15,9,True,True,True,False,True
16228,1,-1,22,30,10,-1,3,21,20,2019,3,14,16,3,21,20,True,True,True,False,True
16229,1,-1,63,10,10,0,2,5,8,2018,8,1,8,2,5,8,True,False,True,False,True
16230,0,-1,60,20,200,0,1,14,7,2018,7,12,17,1,14,7,True,False,True,False,True
16231,0,-1,68,20,200,-1,2,11,14,2018,2,4,16,2,11,14,True,False,True,False,True
16232,0,-1,91,80,170,-1,3,17,9,2019,3,20,22,3,17,9,True,False,True,False,True
16233,1,-1,92,40,50,1,3,11,10,2019,2,25,7,3,11,10,True,True,True,False,True
16234,1,-1,81,10,10,-1,1,3,12,2018,6,25,11,1,3,12,True,False,True,False,True
16235,0,-1,70,10,200,-1,1,8,14,2018,10,31,17,1,8,14,True,False,True,False,True
16236,1,-1,32,20,10,-1,2,15,9,2019,2,14,9,2,15,9,True,False,True,False,True
16237,0,-1,61,10,170,0,2,5,10,2017,7,24,0,2,5,10,True,False,True,False,True
16238,2,-1,315710,100,190,-1,1,22,17,2018,12,14,18,1,22,17,True,True,True,False,True
16239,2,-1,13,20,200,0,2,22,8,2019,2,13,11,2,22,8,True,False,True,False,True
16240,1,-1,13,10,200,0,3,7,10,2017,6,13,0,3,7,10,True,False,True,False,True
16241,0,-1,70,10,200,-1,3,4,16,2018,8,1,16,3,4,16,True,False,True,False,True
16242,1,-1,24,10,10,-1,3,5,14,2019,2,27,10,3,5,14,True,False,True,False,True
16243,1,-1,92,10,160,-1,3,2,16,2018,10,22,21,3,2,16,True,False,True,False,True
16244,1,-1,26,20,170,0,2,25,14,2019,1,9,17,2,25,14,True,False,True,False,True
16245,1,-1,63,10,10,0,3,9,20,2019,3,9,20,3,9,20,True,False,True,False,True
16246,2,-1,95,20,10,-1,1,11,7,2018,11,25,11,1,11,7,True,False,True,False,True
16247,0,-1,60,10,200,0,3,6,16,2019,2,27,17,3,6,16,True,False,True,False,True
16248,1,-1,63,10,10,0,1,30,17,2018,11,28,18,1,30,17,True,False,True,False,True
16249,0,-1,69,60,200,-1,2,22,9,2018,9,26,16,2,22,9,True,True,True,False,True
16250,1,-1,55,10,10,-1,3,12,18,2018,3,5,15,3,12,18,True,False,True,False,True
16251,1,-1,55,10,170,-1,2,9,17,2018,11,8,9,2,9,17,True,False,True,False,True
16252,0,-1,78,10,10,0,3,19,14,2018,10,14,19,3,19,14,True,False,True,False,True
16253,0,-1,94,20,120,0,1,1,14,2019,1,1,14,1,1,14,True,False,True,False,True
16254,0,-1,16,10,10,-1,2,19,7,2018,3,18,16,2,19,7,True,False,True,False,True
16255,2,-1,81,20,10,-1,3,15,13,2019,3,15,13,3,15,13,True,False,True,False,True
16256,2,-1,92,10,160,-1,3,27,6,2019,1,4,11,3,27,6,True,False,True,False,True
16257,1,-1,70,20,200,0,3,23,8,2018,3,19,13,3,23,8,True,False,True,False,True
16258,0,-1,32,100,200,-1,3,29,10,2019,3,29,11,3,29,10,True,True,True,False,True
16259,0,-1,79,100,200,-1,3,29,12,2019,3,24,8,3,29,12,True,True,True,False,True
16260,0,-1,87,10,170,-1,1,9,6,2018,8,26,7,1,9,6,True,False,True,False,True
16261,2,-1,13,10,200,-1,2,1,8,2018,11,22,11,2,1,8,True,False,True,False,True
16262,0,-1,36,100,200,1,3,18,8,2019,2,16,16,3,18,8,True,True,True,False,True
16263,0,10,79,40,110,3,2,1,6,2018,10,24,9,2,1,6,True,True,True,False,True
16264,2,-1,64,10,160,-1,3,1,9,2018,6,5,9,3,1,9,True,False,True,False,True
16265,2,-1,25,10,10,0,1,8,7,2018,5,23,23,1,8,7,True,False,False,True,True
16266,1,-1,96,20,200,-1,1,29,13,2019,1,14,20,1,29,13,True,False,True,False,True
16267,2,-1,84,100,10,-1,1,28,7,2019,1,14,15,1,28,7,True,True,True,False,True
16268,2,-1,96,40,50,-1,2,11,10,2019,1,2,11,2,11,10,True,True,True,False,True
16269,0,-1,45,100,160,-1,1,3,13,2018,12,26,13,1,3,13,True,True,True,False,True
16270,0,-1,315710,10,200,-1,1,10,18,2018,12,5,16,1,10,18,True,False,True,False,True
16271,0,-1,25,10,200,0,2,25,22,2018,5,4,8,2,25,22,True,False,True,False,True
16272,0,-1,75,10,180,-1,3,13,12,2019,3,13,12,3,13,12,True,False,True,False,True
16273,0,-1,32,30,200,-1,3,19,17,2019,3,19,18,3,19,17,True,True,True,False,True
16274,2,-1,34,10,200,-1,3,11,12,2017,1,9,0,3,11,12,True,False,True,False,True
16275,1,-1,13,10,200,0,2,15,8,2017,12,2,0,2,15,8,True,False,True,False,True
16276,1,-1,70,10,200,0,3,18,16,2018,11,14,14,3,18,16,True,False,True,False,True
16277,1,-1,57,10,200,0,3,7,16,2018,4,27,8,3,7,16,True,False,True,False,True
16278,2,-1,96,10,50,0,2,13,13,2018,10,18,15,2,13,13,True,False,True,False,True
16279,0,-1,23,10,120,-1,3,11,18,2019,2,20,14,3,11,18,True,False,True,False,True
16280,1,-1,90,20,10,0,2,4,13,2017,11,8,13,2,4,13,True,False,True,False,True
16281,0,-1,13,10,200,-1,3,16,7,2018,11,4,13,3,16,7,True,False,True,False,True
16282,1,-1,78,10,10,0,3,20,14,2019,2,20,10,3,20,14,True,False,True,False,True
16283,0,-1,88,10,200,-1,3,17,16,2019,3,4,10,3,17,16,True,False,True,False,True
16284,0,-1,60,10,200,-1,1,5,9,2018,11,7,19,1,5,9,True,False,True,False,True
16285,1,-1,61,10,100,0,1,28,8,2018,12,7,12,1,28,8,True,False,True,False,True
16286,0,-1,70,100,200,4,1,19,13,2018,3,19,13,1,19,13,True,True,True,False,True
16287,2,-1,69,10,10,-1,3,22,14,2019,3,8,19,3,22,14,True,False,True,False,True
16288,1,-1,3,10,10,-1,1,4,9,2018,11,12,16,1,4,9,True,False,True,False,True
16289,0,-1,11,10,200,0,3,25,8,2018,1,11,22,3,25,8,True,False,True,False,True
16290,1,-1,14,100,10,4,2,13,10,2018,8,12,21,2,13,10,True,True,True,False,True
16291,0,-1,70,10,200,-1,3,30,20,2019,3,30,20,3,30,20,True,False,True,False,True
16292,1,-1,73,40,10,-1,1,13,18,2018,11,1,16,1,13,18,True,True,True,False,True
16293,2,-1,93,60,50,-1,1,29,9,2018,9,17,15,1,29,9,True,True,True,False,True
16294,2,-1,93,60,50,-1,3,8,9,2018,11,8,11,3,8,9,True,True,True,False,True
16295,0,-1,87,10,170,-1,3,18,8,2019,1,4,9,3,18,8,True,False,True,False,True
16296,0,-1,13,10,170,-1,1,24,16,2019,1,24,16,1,24,16,True,False,True,False,True
16297,1,-1,46,40,10,-1,3,14,7,2019,2,25,7,3,14,7,True,True,True,False,True
16298,0,10,34,100,200,-1,1,1,17,2018,11,26,18,1,1,17,True,True,True,False,True
16299,0,-1,70,10,200,-1,3,21,14,2019,3,13,12,3,21,14,True,False,True,False,True
16300,1,-1,63,10,200,-1,2,19,9,2019,2,20,9,2,19,9,True,False,True,False,True
16301,2,-1,31,100,200,-1,3,14,9,2017,12,28,14,3,14,9,True,True,True,False,True
16302,2,10,79,40,50,1,3,1,17,2018,9,23,14,3,1,17,True,True,True,False,True
16303,0,-1,34,40,200,-1,1,14,7,2018,12,20,9,1,14,7,True,True,True,False,True
16304,2,-1,36,100,10,-1,1,31,12,2018,12,28,13,1,31,12,True,True,True,False,True
16305,0,-1,68,10,200,-1,1,28,11,2018,1,11,13,1,28,11,True,False,True,False,True
16306,0,-1,68,10,200,-1,1,11,21,2019,1,25,9,1,11,21,True,False,True,False,True
16307,0,-1,34,30,200,-1,2,20,10,2018,12,11,15,2,20,10,True,True,True,False,True
16308,0,-1,36,10,200,-1,1,30,8,2019,1,8,10,1,30,8,True,False,True,False,True
16309,1,-1,50,40,170,-1,1,28,7,2018,8,3,19,1,28,7,True,True,True,False,True
16310,1,-1,14,10,10,0,2,11,10,2018,12,7,16,2,11,10,True,False,True,False,True
16311,1,-1,18,10,10,-1,2,13,9,2019,1,24,14,2,13,9,False,False,True,False,True
16312,0,10,94,40,200,1,3,31,13,2019,3,27,15,3,31,13,True,True,True,False,True
16313,0,-1,35,20,200,-1,3,28,14,2018,11,15,12,3,28,14,True,False,True,False,True
16314,0,-1,36,30,200,-1,2,19,21,2018,11,9,17,2,19,21,True,True,True,False,True
16315,1,-1,45,10,200,-1,2,18,21,2018,10,24,13,2,18,21,True,False,True,False,True
16316,0,-1,70,10,200,-1,2,18,19,2018,5,18,8,2,18,19,True,False,True,False,True
16317,2,-1,39,100,50,0,2,14,17,2018,11,14,11,2,14,17,True,True,True,False,True
16318,0,-1,60,10,200,-1,1,22,22,2019,1,1,14,1,22,22,True,False,True,False,True
16319,2,-1,26,10,170,-1,1,16,14,2018,12,26,8,1,16,14,True,False,True,False,True
16320,0,-1,31,100,200,-1,2,28,10,2018,7,4,11,2,28,10,True,True,True,False,True
16321,0,-1,70,10,200,0,3,26,15,2018,3,19,14,3,26,15,True,False,True,False,True
16322,0,-1,70,40,200,-1,3,28,19,2019,2,8,8,3,28,19,True,True,True,False,True
16323,1,-1,81,10,170,-1,3,23,21,2019,1,23,23,3,23,21,True,False,True,False,True
16324,0,-1,70,10,200,-1,1,23,14,2018,11,7,12,1,23,14,True,False,True,False,True
16325,0,-1,34,10,200,-1,1,15,12,2019,1,15,12,1,15,12,True,False,True,False,True
16326,1,-1,29,10,10,-1,2,23,19,2019,1,14,20,2,23,19,True,False,True,False,True
16327,1,-1,34,20,10,-1,3,12,9,2018,1,27,13,3,12,9,True,False,True,False,True
16328,2,-1,50,40,170,-1,1,11,13,2019,1,11,13,1,11,13,True,True,True,False,True
16329,0,-1,45,100,10,-1,3,25,10,2019,2,27,19,3,25,10,True,True,True,False,True
16330,0,-1,68,10,200,-1,2,2,18,2018,1,17,16,2,2,18,True,False,True,False,True
16331,2,-1,92,70,50,-1,3,21,12,2018,12,11,10,3,21,12,True,True,True,False,True
16332,1,-1,32,10,10,-1,2,23,15,2019,1,31,9,2,23,15,True,False,True,False,True
16333,1,-1,46,30,10,-1,1,25,7,2018,10,15,13,1,25,7,True,True,True,False,True
16334,0,10,32,100,160,3,1,9,11,2018,8,14,9,1,9,11,True,True,True,False,True
16335,1,-1,96,20,200,0,2,19,11,2018,11,28,12,2,19,11,True,False,True,False,True
16336,2,-1,13,10,200,-1,3,10,9,2018,10,23,12,3,10,9,True,False,True,False,True
16337,0,-1,60,10,80,-1,1,31,16,2019,1,31,16,1,31,16,True,False,True,False,True
16338,0,-1,68,20,200,-1,3,31,12,2018,1,17,13,3,31,12,True,False,True,False,True
16339,2,-1,38,10,130,-1,2,7,14,2017,12,7,17,2,7,14,True,False,True,False,True
16340,0,-1,36,100,120,-1,3,5,10,2019,2,15,11,3,5,10,True,True,True,False,True
16341,1,-1,61,10,10,-1,1,25,8,2018,12,24,20,1,25,8,True,False,True,False,True
16342,0,-1,34,10,200,0,3,4,10,2017,10,23,0,3,4,10,True,False,True,False,True
16343,0,-1,60,100,120,-1,1,12,9,2019,1,12,9,1,12,9,True,True,True,False,True
16344,0,-1,36,70,200,-1,1,7,11,2018,11,27,17,1,7,11,True,True,True,False,True
16345,0,-1,60,10,10,-1,1,17,18,2018,10,15,13,1,17,18,True,False,True,False,True
16346,1,-1,93,20,10,-1,2,3,7,2018,11,8,7,2,3,7,True,False,True,False,True
16347,0,10,88,40,120,-1,3,23,13,2019,2,26,17,3,23,13,True,True,True,False,True
16348,1,-1,22,10,10,0,1,10,20,2017,4,30,0,1,10,20,True,False,True,False,True
16349,1,-1,38,10,180,0,2,14,13,2019,2,13,15,2,14,13,True,False,True,False,True
16350,2,-1,95,40,50,-1,2,14,9,2019,2,9,10,2,14,9,True,True,True,False,True
16351,0,10,95,40,200,2,3,16,9,2018,12,20,15,3,16,9,True,True,True,False,True
16352,1,-1,29,10,10,-1,1,27,13,2018,11,16,19,1,27,13,True,False,True,False,True
16353,1,-1,22,100,10,-1,2,9,16,2018,1,25,16,2,9,16,True,True,True,False,True
16354,0,-1,87,10,10,-1,1,19,9,2019,1,3,7,1,19,9,True,False,True,False,True
16355,0,-1,38,20,50,-1,3,4,14,2019,1,23,14,3,4,14,True,False,True,False,True
16356,1,-1,46,10,160,-1,2,25,18,2017,10,25,11,2,25,18,True,False,True,False,True
16357,0,-1,87,10,200,-1,2,1,14,2018,3,27,9,2,1,14,True,False,True,False,True
16358,0,-1,101,100,200,-1,1,11,9,2019,1,11,8,1,11,9,True,True,True,False,True
16359,0,-1,68,10,200,-1,1,18,13,2018,3,12,13,1,18,13,True,False,True,False,True
16360,1,-1,30,10,80,-1,1,26,13,2017,11,17,11,1,26,13,True,False,True,False,True
16361,1,-1,14,10,10,0,2,6,8,2018,9,21,8,2,6,8,True,False,True,False,True
16362,1,-1,46,40,10,-1,3,20,7,2018,12,21,10,3,20,7,True,True,True,False,True
16363,1,-1,73,10,100,0,1,9,9,2017,11,14,15,1,9,9,True,False,True,False,True
16364,0,-1,84,70,200,-1,3,13,8,2019,3,6,6,3,13,8,True,True,True,False,True
16365,2,-1,13,10,200,-1,2,1,9,2019,1,8,18,2,1,9,True,False,True,False,True
16366,0,-1,54,20,200,-1,3,14,12,2019,1,23,11,3,14,12,True,False,True,False,True
16367,2,-1,13,10,200,-1,2,18,18,2018,10,11,9,2,18,18,True,False,True,False,True
16368,2,-1,36,40,10,1,3,5,9,2017,11,20,14,3,5,9,True,True,True,False,False
16369,0,-1,83,10,170,-1,3,29,9,2019,3,25,11,3,29,9,True,False,True,False,True
16370,0,-1,34,10,200,-1,1,12,17,2019,1,12,17,1,12,17,True,False,True,False,True
16371,0,-1,14,20,10,-1,2,1,9,2019,1,15,7,2,1,9,True,False,True,False,True
16372,2,-1,92,40,50,3,2,4,8,2019,1,31,13,2,4,8,True,True,True,False,False
16373,1,-1,100,10,10,-1,1,5,8,2018,6,25,6,1,5,8,True,False,True,False,True
16374,1,-1,315710,10,200,-1,1,17,17,2018,8,4,15,1,17,17,True,False,True,False,True
16375,0,-1,60,20,200,0,3,14,9,2016,10,20,0,3,14,9,True,False,True,False,True
16376,0,-1,60,10,200,0,2,25,10,2019,2,9,11,2,25,10,True,False,True,False,True
16377,2,-1,93,40,50,-1,2,4,13,2019,1,23,13,2,4,13,True,True,True,False,True
16378,1,-1,32,20,10,0,2,3,12,2016,12,12,0,2,3,12,True,False,True,False,True
16379,2,-1,6,10,200,-1,2,8,20,2018,10,27,17,2,8,20,True,False,True,False,True
16380,0,-1,68,10,200,-1,2,13,16,2018,1,29,11,2,13,16,True,False,True,False,True
16381,1,-1,46,100,10,-1,3,15,7,2019,2,6,8,3,15,7,True,True,True,False,True
16382,0,-1,68,10,200,-1,1,29,18,2018,9,15,15,1,29,18,True,False,True,False,True
16383,0,-1,13,120,200,-1,3,25,17,2019,3,15,14,3,25,17,True,False,True,False,True
16384,1,-1,93,10,10,0,3,20,7,2019,2,11,12,3,20,7,True,False,True,False,True
16385,0,-1,68,70,200,-1,3,27,8,2018,12,8,18,3,27,8,True,True,True,False,True
16386,0,-1,43,10,110,0,1,19,20,2018,11,15,18,1,19,20,True,False,True,False,True
16387,1,-1,55,10,10,0,1,29,16,2018,12,19,8,1,29,16,True,False,True,False,True
16388,1,-1,29,10,10,-1,1,28,16,2019,3,21,21,1,28,16,True,False,True,False,True
16389,1,10,36,100,200,-1,3,21,9,2019,3,6,7,3,21,9,True,True,True,False,True
16390,0,-1,22,10,200,-1,2,28,15,2018,12,31,16,2,28,15,True,False,True,False,True
16391,0,-1,60,10,200,-1,3,12,12,2019,1,21,12,3,12,12,True,False,True,False,True
16392,1,-1,93,100,200,2,3,10,11,2018,10,9,12,3,10,11,True,True,True,False,True
16393,0,-1,38,10,200,-1,3,7,15,2019,3,7,15,3,7,15,True,False,True,False,True
16394,0,10,88,100,110,4,2,1,19,2018,7,27,19,2,1,19,True,True,True,False,True
16395,1,-1,70,10,200,-1,3,29,14,2018,7,13,7,3,29,14,True,False,True,False,True
16396,0,-1,81,10,10,-1,2,7,13,2018,6,25,10,2,7,13,True,False,True,False,True
16397,2,-1,38,10,200,-1,3,28,14,2019,3,28,14,3,28,14,True,False,True,False,True
16398,0,-1,13,10,200,-1,2,17,17,2019,2,16,16,2,17,17,True,False,True,False,True
16399,2,-1,93,10,10,0,2,4,14,2019,2,1,13,2,4,14,True,False,True,False,True
16400,1,-1,63,20,10,0,1,8,17,2018,6,20,9,1,8,17,True,False,True,False,True
16401,0,-1,79,10,200,-1,1,28,16,2018,10,1,5,1,28,16,True,False,True,False,True
16402,0,-1,66,10,10,0,1,17,19,2018,7,8,16,1,17,19,True,False,True,False,True
16403,3,-1,45,40,10,-1,3,6,8,2019,3,11,8,3,6,8,True,True,True,False,True
16404,0,-1,6,60,200,-1,3,10,11,2019,3,9,14,3,10,11,True,True,False,True,True
16405,2,-1,39,20,200,0,3,19,8,2019,1,14,17,3,19,8,True,False,True,False,True
16406,1,-1,68,60,200,-1,1,9,16,2018,10,25,13,1,9,16,True,True,True,False,True
16407,1,-1,51,10,170,-1,1,9,13,2018,11,21,18,1,9,13,True,False,True,False,True
16408,1,-1,32,20,10,-1,3,14,9,2019,1,7,9,3,14,9,True,False,True,False,True
16409,0,-1,38,10,200,-1,1,23,15,2019,1,4,16,1,23,15,True,False,True,False,True
16410,0,-1,13,10,200,-1,3,28,17,2019,1,4,10,3,28,17,True,False,True,False,True
16411,0,-1,52,40,200,-1,1,29,9,2018,4,20,12,1,29,9,True,True,True,False,True
16412,2,-1,11,20,50,-1,1,16,9,2019,1,7,9,1,16,9,True,False,True,False,True
16413,1,-1,70,10,200,0,3,27,13,2018,5,5,14,3,27,13,True,False,True,False,True
16414,1,-1,95,40,50,-1,1,7,9,2018,10,26,11,1,7,9,True,True,True,False,True
16415,0,-1,70,20,200,0,1,21,9,2018,3,19,13,1,21,9,True,False,True,False,True
16416,0,-1,60,50,220,-1,3,20,10,2019,1,22,12,3,20,10,True,True,True,False,True
16417,2,-1,81,20,10,-1,2,8,13,2018,1,11,13,2,8,13,True,False,True,False,True
16418,1,-1,68,10,200,-1,2,6,22,2018,1,19,0,2,6,22,True,False,True,False,True
16419,1,-1,90,10,10,0,1,28,13,2018,8,17,14,1,28,13,True,False,True,False,True
16420,0,-1,39,80,200,-1,2,18,19,2019,2,18,19,2,18,19,True,False,True,False,True
16421,1,-1,57,10,10,-1,1,17,16,2019,1,4,8,1,17,16,True,False,True,False,True
16422,0,-1,75,40,200,-1,3,11,15,2018,12,24,10,3,11,15,True,True,True,False,True
16423,1,-1,11,10,10,0,2,9,17,2017,2,9,0,2,9,17,True,False,True,False,True
16424,0,-1,60,60,200,-1,1,21,21,2019,1,15,12,1,21,21,True,True,True,False,True
16425,1,-1,32,20,10,-1,3,16,9,2018,12,28,12,3,16,9,True,False,True,False,True
16426,1,-1,51,10,10,-1,2,6,14,2019,1,21,17,2,6,14,True,False,True,False,True
16427,0,-1,79,20,120,0,1,10,14,2018,10,29,11,1,10,14,True,False,True,False,True
16428,2,-1,68,10,200,-1,3,28,14,2019,3,30,21,3,28,14,True,False,True,False,True
16429,1,-1,38,10,10,0,1,1,18,2018,7,1,16,1,1,18,True,False,True,False,True
16430,1,-1,47,10,10,-1,3,11,11,2018,5,25,9,3,11,11,True,False,True,False,True
16431,1,-1,32,10,200,-1,1,19,12,2019,1,19,13,1,19,12,True,False,True,False,True
16432,1,-1,81,10,170,0,2,24,17,2014,9,17,0,2,24,17,True,False,True,False,True
16433,0,-1,13,10,110,0,2,8,11,2016,12,4,0,2,8,11,True,False,True,False,True
16434,0,-1,10,10,200,0,2,1,10,2017,12,26,10,2,1,10,True,False,True,False,True
16435,1,-1,70,10,200,-1,2,5,10,2019,2,4,15,2,5,10,True,False,True,False,True
16436,1,-1,67,20,10,-1,1,9,7,2017,10,10,9,1,9,7,True,False,True,False,True
16437,1,-1,13,20,170,-1,1,24,20,2018,11,13,19,1,24,20,True,False,True,False,True
16438,1,-1,92,20,130,-1,1,31,7,2018,11,15,14,1,31,7,True,False,True,False,True
16439,1,-1,14,100,200,1,2,18,20,2019,2,18,20,2,18,20,True,True,True,False,True
16440,0,-1,6,70,200,-1,1,16,14,2019,1,16,14,1,16,14,True,True,True,False,True
16441,2,-1,78,10,10,-1,2,4,6,2018,10,25,5,2,4,6,True,False,True,False,True
16442,0,-1,95,20,170,0,2,7,18,2018,12,31,15,2,7,18,True,False,True,False,True
16443,2,-1,83,100,10,-1,3,12,9,2018,9,20,11,3,12,9,True,True,True,False,True
16444,0,-1,68,60,200,-1,2,26,20,2019,2,25,13,2,26,20,True,True,True,False,True
16445,2,-1,93,100,50,-1,1,4,9,2018,9,14,14,1,4,9,True,True,True,False,True
16446,1,-1,95,100,200,-1,1,26,18,2018,10,18,9,1,26,18,True,True,True,False,True
16447,2,-1,72,10,170,0,1,14,5,2018,3,19,14,1,14,5,True,False,True,False,True
16448,1,10,95,40,200,1,1,10,7,2018,11,27,7,1,10,7,True,True,True,False,True
16449,1,-1,29,100,10,-1,3,30,14,2017,10,31,21,3,30,14,True,True,True,False,True
16450,0,-1,36,100,200,-1,3,14,12,2019,2,15,11,3,14,12,True,True,True,False,True
16451,0,-1,60,120,200,-1,2,1,15,2019,2,1,15,2,1,15,True,True,True,False,True
16452,1,-1,78,10,10,0,2,21,13,2019,2,20,10,2,21,13,True,False,True,False,True
16453,0,-1,61,100,100,0,3,19,10,2017,8,30,0,3,19,10,True,True,True,False,True
16454,0,-1,88,30,200,-1,3,13,9,2019,2,25,11,3,13,9,True,True,True,False,True
16455,0,-1,15,20,160,-1,1,30,12,2018,10,7,19,1,30,12,True,False,True,False,True
16456,0,-1,61,10,10,0,3,14,8,2018,2,2,0,3,14,8,True,False,True,False,True
16457,1,-1,22,50,10,-1,3,8,20,2019,2,14,17,3,8,20,True,True,True,False,True
16458,1,-1,47,100,10,-1,3,14,11,2019,1,21,16,3,14,11,True,True,True,False,True
16459,0,-1,39,10,200,0,3,7,12,2019,3,5,13,3,7,12,True,False,True,False,True
16460,2,-1,30,20,50,-1,3,25,14,2019,3,24,13,3,25,14,True,False,True,False,True
16461,1,-1,43,10,10,0,2,4,9,2018,3,19,14,2,4,9,True,False,True,False,True
16462,1,-1,66,10,10,-1,2,15,8,2018,1,23,22,2,15,8,True,False,True,False,True
16463,1,-1,29,20,10,-1,2,3,18,2019,1,21,17,2,3,18,True,False,True,False,True
16464,2,-1,13,100,50,-1,2,4,10,2019,1,25,12,2,4,10,True,True,False,True,True
16465,1,-1,93,10,10,-1,2,26,8,2018,11,25,10,2,26,8,True,False,True,False,True
16466,2,-1,13,10,10,-1,3,23,13,2019,2,5,20,3,23,13,True,False,True,False,True
16467,2,-1,92,70,50,-1,1,24,14,2018,9,30,2,1,24,14,True,True,False,True,True
16468,0,-1,34,10,200,-1,2,7,9,2019,2,4,9,2,7,9,True,False,True,False,True
16469,1,-1,36,10,200,-1,3,15,9,2019,3,9,10,3,15,9,True,False,True,False,True
16470,0,-1,7,10,200,-1,1,22,7,2017,10,22,12,1,22,7,True,False,True,False,True
16471,0,-1,90,10,80,-1,1,6,9,2019,1,6,9,1,6,9,True,False,True,False,True
16472,0,-1,60,100,200,-1,1,8,10,2018,10,29,14,1,8,10,True,True,True,False,True
16473,0,-1,68,10,200,-1,1,19,15,2018,4,25,8,1,19,15,True,False,True,False,True
16474,2,-1,79,40,50,-1,2,13,7,2019,1,10,14,2,13,7,True,True,True,False,True
16475,0,-1,27,30,200,-1,3,13,10,2019,3,8,12,3,13,10,True,True,True,False,True
16476,0,-1,70,100,200,-1,3,25,12,2019,2,19,10,3,25,12,True,True,True,False,True
16477,0,-1,17,80,200,-1,3,4,13,2019,3,4,13,3,4,13,True,False,True,False,True
16478,1,-1,46,100,10,-1,1,14,7,2019,1,2,10,1,14,7,True,True,True,False,True
16479,0,-1,32,10,200,-1,3,4,9,2019,3,4,9,3,4,9,True,False,True,False,True
16480,0,-1,39,10,160,0,3,9,8,2019,2,8,18,3,9,8,True,False,True,False,True
16481,0,-1,26,30,170,-1,2,18,10,2018,12,26,11,2,18,10,True,True,True,False,True
16482,0,-1,83,30,170,-1,1,7,10,2018,8,21,10,1,7,10,True,True,True,False,True
16483,2,-1,36,40,200,2,2,6,8,2019,1,30,13,2,6,8,True,True,True,False,True
16484,0,-1,13,10,200,0,3,20,7,2018,8,7,13,3,20,7,True,False,True,False,True
16485,0,-1,94,20,200,0,3,13,7,2019,3,11,20,3,13,7,True,False,True,False,True
16486,0,-1,67,10,110,-1,1,16,12,2018,2,13,16,1,16,12,True,False,True,False,True
16487,0,-1,68,20,200,-1,1,8,17,2018,12,14,13,1,8,17,True,False,True,False,True
16488,0,-1,79,10,200,-1,2,20,12,2019,2,19,20,2,20,12,True,False,True,False,True
